content,offset,samples,alpha,beta,gamma,delta,theta
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,8000,22,0.495779666,0.600215419,0.570624071,0.209725991,0.27564038
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,9000,23,0.537400317,0.549558647,0.426613267,0.174892469,0.369691137
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,10000,20,0.3998385,0.556463688,0.35933754,0.347612401,0.337483604
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,11000,22,0.407775533,0.473927585,0.795817656,0.434583419,0.247547241
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,12000,21,0.462542458,0.811622666,0.614438992,0.524370929,0.666016805
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,13000,20,0.904662486,1.210224079,0.868367358,0.483276092,0.9612993
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,14000,19,0.455503012,0.728930885,1.051679656,0.233293136,0.540290168
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,15000,24,0.547657232,0.759821094,0.540362628,0.336780386,0.161417687
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,16000,23,0.92801743,0.730463744,0.855696387,0.331476605,0.610333108
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,17000,22,0.596181297,1.073892983,1.295108887,0.417968926,0.417317961
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,18000,23,0.402753288,0.537713806,0.688087541,0.393914664,0.33207921
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,19000,24,0.600632046,0.932469323,0.842348032,-0.030657258,0.345751857
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,20000,22,0.665204658,0.715590463,0.798488438,0.156479948,0.309078933
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,21000,22,0.582725014,0.775274492,0.726244408,0.250016062,0.526432862
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,22000,24,1.042579416,0.795246635,0.848603219,0.346270751,1.134653401
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,23000,17,0.722127223,1.093645089,0.785371337,0.809008695,1.064067626
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,24000,23,0.433497456,0.51800274,0.70806583,0.126902903,0.27518705
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,25000,24,0.435324139,0.569313576,0.436503525,0.399563693,0.645433435
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,26000,24,0.91857814,0.936784027,0.732068434,0.387999139,0.585020528
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,27000,23,0.466878986,0.649078946,0.432745328,0.403133638,0.291697387
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,28000,24,0.931227343,0.962349417,0.841514832,0.590041338,0.582958254
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,29000,22,0.49763636,0.696346616,0.641156671,0.250697821,0.473854603
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,30000,22,0.219732109,0.495735962,0.281521295,0.341296894,0.634990308
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,31000,21,0.928619705,0.682490753,0.661870457,0.398452313,0.257234743
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,32000,22,0.508819246,0.677128225,0.659930759,0.307025635,0.36028831
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,33000,22,0.580265277,0.741929861,0.712911344,0.372919594,0.360588069
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,34000,22,0.747546019,0.734597857,0.469232695,0.382168439,0.51934381
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,35000,24,0.421196891,0.550481381,0.54231209,0.732072889,0.65066599
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,36000,25,0.417307167,0.827468943,0.881163139,0.500284265,0.387998333
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,37000,23,0.357170041,0.625663674,0.643437137,0.125404534,0.081396915
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,38000,22,0.405769508,0.668163076,0.515371635,0.298876002,0.287566336
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,39000,24,0.309192379,0.394762869,0.574126818,0.753070184,0.375853517
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,40000,22,0.737926396,1.076551926,1.014939874,0.295299184,0.326210319
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,41000,21,0.701089577,0.830506996,0.992913143,0.981453552,0.21744476
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,42000,23,0.188512337,0.524838294,0.623966323,-0.036131388,0.151895229
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,43000,23,0.578746479,0.699008575,0.776575662,0.356461474,0.414697147
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,44000,20,0.500535167,0.806090812,0.778303127,-0.054722997,0.274320127
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,45000,25,0.55470258,0.89673282,0.970629078,0.42503324,0.230580707
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,46000,22,0.344138521,0.863719529,0.665522675,0.076460143,0.168898156
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,47000,24,0.396530906,0.569553928,0.460193383,0.14896524,0.282251411
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,48000,23,0.466195094,0.791697302,1.075146522,0.151910987,0.161951851
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,49000,21,0.865003375,0.875402427,0.786243023,0.870091298,0.755942769
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,50000,20,0.644540429,0.7039211,0.960428061,0.618954845,0.372103864
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,51000,20,0.48028525,1.072186992,0.845350957,0.873968439,0.897239639
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,52000,22,0.45367742,0.707612413,0.77655559,0.18141859,0.210416739
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,53000,21,0.652458622,0.878984859,1.06003725,0.223052233,0.232454113
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,54000,22,0.509385313,0.673571927,0.851251808,0.362005639,0.076428314
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,55000,23,0.33317788,0.837333671,0.831381837,0.442140862,0.968603653
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,56000,23,1.116430764,1.185221435,1.151301407,0.269509538,0.671177374
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,57000,22,1.062940058,1.100816276,0.996457469,0.263661464,0.934807937
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,58000,23,0.867432142,0.96546139,1.201581091,1.123008031,0.864359087
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,59000,15,0.332590669,0.710126975,0.481684079,0.189769888,0.092173615
a0a7703c08ed86b4e1110a4805d0e1519e1d8b98.webm,60000,2,0.618044685,0.691762324,0.796291277,-0.276073477,-0.286832599
467ff82e137850d51eaa66cf23be0692863c7407.webm,0,21,0.482447079,0.397451165,0.244263405,0.388861769,0.443139446
467ff82e137850d51eaa66cf23be0692863c7407.webm,1000,23,0.988799541,0.868775061,0.708901877,0.503512328,1.162685593
467ff82e137850d51eaa66cf23be0692863c7407.webm,2000,21,0.944743225,0.663010304,0.468415638,0.664173544,0.465306762
467ff82e137850d51eaa66cf23be0692863c7407.webm,3000,21,0.57354555,0.488089744,0.265038578,0.311459138,0.583138092
467ff82e137850d51eaa66cf23be0692863c7407.webm,4000,24,0.37140102,0.360901277,0.621502921,0.378408914,0.339746693
467ff82e137850d51eaa66cf23be0692863c7407.webm,5000,22,0.225589303,0.237033728,0.178515821,0.163933417,0.144326689
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,0,32,0.780265412,0.465036335,0.379833768,0.786277759,0.83491559
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,1000,25,0.559613405,0.881380775,0.860176556,0.436646908,0.783331448
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,2000,33,1.173385996,0.924209029,0.944762808,0.888341386,0.892927803
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,3000,30,0.844038362,0.709478457,0.947586125,0.700820135,0.44305117
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,4000,32,0.817165654,0.626415011,0.610762642,0.380483009,0.435854686
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,5000,27,1.487338647,1.008461746,1.159505992,0.424294915,0.453266155
a59b471b8b520baf6bc4b1657e82e955cdde8d0a.webm,6000,5,1.579852826,0.797747441,0.926429607,1.067684647,2.328685092
87d037179fbd81af066bf49dad0678b61928a09e.webm,0,22,0.432414419,0.940104893,0.843738919,0.288517082,0.90560372
87d037179fbd81af066bf49dad0678b61928a09e.webm,1000,23,0.640025623,0.781236418,1.061471474,0.387346421,0.618754849
87d037179fbd81af066bf49dad0678b61928a09e.webm,2000,21,0.240121027,0.437905326,0.884806121,0.02478551,0.196520873
87d037179fbd81af066bf49dad0678b61928a09e.webm,3000,20,0.353061001,0.460063386,0.484626754,0.396327774,0.060654601
87d037179fbd81af066bf49dad0678b61928a09e.webm,4000,24,1.116868551,0.980005825,1.100626221,0.60645419,0.517215018
87d037179fbd81af066bf49dad0678b61928a09e.webm,5000,23,0.9945679,0.833086542,1.079595621,0.808213795,0.505758569
87d037179fbd81af066bf49dad0678b61928a09e.webm,6000,5,0.543924636,0.651368245,0.775363602,0.607637556,1.041656906
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,0,22,0.535705393,0.626159619,0.41459175,0.6937366,0.480964711
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,1000,25,0.946584354,0.783544596,0.726090106,0.84649341,0.602461165
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,2000,23,1.325055167,0.943350001,1.363413161,0.670729145,1.192911379
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,3000,23,0.641560977,0.833501746,1.139511292,0.248017705,0.85494981
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,4000,20,1.024069621,0.92762171,0.684054221,0.728150267,0.622489117
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,5000,22,0.858284148,0.752436226,1.150917295,0.40835292,0.701638064
208be4d2f73b9c901277bc81b0b0cfea2df54b3e.webm,6000,4,1.407789566,1.09581213,1.169180996,-0.186842561,0.206446884
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,0,32,0.937624548,0.957937477,0.490371747,1.308279945,1.229017847
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,1000,29,0.745378207,0.667577909,0.491507584,0.743825678,0.529182579
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,2000,29,0.602382786,0.615502172,0.451042498,0.632413151,0.676728396
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,3000,30,1.027041249,1.182369985,0.870073075,1.049992559,0.807333183
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,4000,29,0.978862626,0.919174275,0.635698895,0.382800493,0.554388258
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,5000,34,0.621569195,0.784292128,0.477846518,0.704687395,0.609292543
bf24cbe37e47f5ed23da5f9944b060a03c042497.webm,6000,3,1.246729579,0.97300956,0.789520998,0.646096851,0.654329856
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,0,29,0.677474791,0.64195237,0.549601607,0.784288445,0.677763544
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,1000,26,0.893295532,0.686189137,0.498290262,0.230193736,0.170747607
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,2000,30,0.717927643,0.909417858,0.559822562,1.250980205,0.895227344
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,3000,31,0.787915524,0.805722959,0.730696719,0.819728649,0.560706456
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,4000,32,1.043700581,0.861023254,0.759488894,1.052002754,0.862010397
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,5000,30,0.801863021,0.640181529,0.485641037,0.745838175,0.599466807
01d6e6b93be588efe7b0f4c737d03f7e8a78fe29.webm,6000,4,0.048083109,0.077513282,-0.075140141,-0.142035481,-0.022947284
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,0,31,0.720134546,0.866492005,0.877582552,0.883049438,1.087464747
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,1000,28,0.49296979,0.953984368,1.146993334,0.944862467,0.765960177
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,2000,28,0.529434817,0.779343797,0.722549546,0.63789604,0.794368015
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,3000,27,0.54312586,0.553302149,0.630133506,0.182868511,0.343947493
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,4000,28,0.786563501,1.134247922,1.168958822,0.840652136,0.901811597
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,5000,33,0.694097971,0.870437316,0.944602762,1.303028611,1.093665579
2292b8b8aff4e58e629de21e74bd6cb9f988d7bc.webm,6000,5,0.047912011,0.007691125,0.407367557,0.602701513,0.130193785
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,0,26,1.184677643,0.892370294,0.834491179,1.293645821,1.20675525
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,1000,21,0.297706417,0.605774026,0.520596336,0.258127073,0.515155573
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,2000,23,0.695155237,0.957244576,0.969338362,0.286137048,0.665440491
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,3000,21,0.71578548,1.008870551,1.06449102,0.443653917,0.27540982
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,4000,23,0.619920412,0.558839248,0.812739121,0.051672362,0.350299625
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,5000,20,0.518195289,0.561123066,0.410907462,0.395724,0.295852973
efe5740a6ad9cfa5408552db53b9c7f3249ba0ab.webm,6000,3,2.177420533,3.045146612,3.502484932,2.180580289,3.886934997
5ae517ff8d8119ea31c6c53f53699336f5bc2a4a.webm,0,21,1.35433366,1.448515699,1.133726094,1.896948323,1.693738006
5ae517ff8d8119ea31c6c53f53699336f5bc2a4a.webm,1000,22,0.832260346,0.706525661,0.625122484,0.970357294,1.439677748
5ae517ff8d8119ea31c6c53f53699336f5bc2a4a.webm,2000,22,0.754733937,0.978708807,0.538074355,0.534903,0.516449151
5ae517ff8d8119ea31c6c53f53699336f5bc2a4a.webm,3000,22,0.44839922,0.49334122,0.289226655,0.64036226,0.768052046
5ae517ff8d8119ea31c6c53f53699336f5bc2a4a.webm,4000,20,1.14788905,0.738244254,0.588306267,0.979087581,0.850800731
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,0,33,0.586029753,0.672743735,0.487023428,0.377447517,0.5513172
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,1000,29,0.396597529,0.42483226,0.631594591,0.563718786,0.50316326
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,2000,28,0.74171277,0.772309588,0.797208441,0.691996662,0.881548532
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,3000,36,0.409623473,0.507886354,0.696464011,0.6342973,0.377740848
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,4000,32,0.646442197,1.01114814,0.849343395,0.496855977,0.265356949
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,5000,32,0.572993359,0.666529765,0.497271639,0.384331222,0.694776655
fcef509c719245ad5d1c2f1b099adae54ac60d5f.webm,6000,4,0.463911965,0.637272786,0.808046292,0.172648236,-0.188245925
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,0,31,1.199208034,1.216653817,0.984122232,1.111463946,1.223526629
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,1000,29,0.925504142,0.953690987,0.88593138,1.160571755,1.124276026
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,2000,31,1.084318285,0.777722172,0.856104043,0.523702259,1.196669852
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,3000,27,0.697803283,0.950397322,0.772878622,0.372791943,0.385364952
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,4000,32,1.108775738,0.785711274,0.815275911,0.689875101,0.867126644
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,5000,30,0.739088309,0.640366291,0.777528443,0.708805252,0.593767336
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,6000,26,0.463534829,0.615947697,0.499367689,0.320082079,0.523063447
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,7000,28,0.621954872,0.445922057,0.345233204,0.383529781,0.401849941
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,8000,33,0.558547439,0.472346355,0.55361417,0.57079236,0.490418628
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,9000,31,0.868595439,0.740474384,0.76204352,0.629119782,0.87983741
d00f45efda1fcb5386b375821c70dd17af2633c6.webm,10000,3,0.654278385,0.141602517,0.390574552,-0.184704004,0.32855416
fc921445b7e2d155982b01c43c03a18e8e305062.webm,0,14,0.949092337,0.728560069,0.774278503,1.114422759,0.733309909
fc921445b7e2d155982b01c43c03a18e8e305062.webm,1000,11,1.06024452,0.918431039,1.714685636,0.414280589,0.530042278
fc921445b7e2d155982b01c43c03a18e8e305062.webm,2000,15,0.873626672,0.879060549,0.583248258,1.217910182,0.700492688
fc921445b7e2d155982b01c43c03a18e8e305062.webm,3000,15,0.19511937,0.529089777,0.414818185,0.243527702,0.176892769
fc921445b7e2d155982b01c43c03a18e8e305062.webm,4000,15,0.230696837,0.470191914,0.471727726,-0.012202576,0.011000707
fc921445b7e2d155982b01c43c03a18e8e305062.webm,5000,16,1.385021527,0.986587991,0.738441325,0.845346652,1.110927128
fc921445b7e2d155982b01c43c03a18e8e305062.webm,6000,14,0.808928683,0.950682558,0.599243521,0.399257327,0.377004992
fc921445b7e2d155982b01c43c03a18e8e305062.webm,7000,13,0.735936322,0.828145523,0.537399223,0.264114978,0.189361661
fc921445b7e2d155982b01c43c03a18e8e305062.webm,8000,11,1.181032465,1.730569132,1.161502458,0.355553352,0.717006551
fc921445b7e2d155982b01c43c03a18e8e305062.webm,9000,15,0.546617899,0.89039212,0.491435527,0.566992954,0.212031081
fc921445b7e2d155982b01c43c03a18e8e305062.webm,10000,14,0.419397365,0.664730973,0.455756191,0.57233668,0.578934111
fc921445b7e2d155982b01c43c03a18e8e305062.webm,11000,11,0.3875727,0.706369853,0.643833833,0.705606938,0.273564588
fc921445b7e2d155982b01c43c03a18e8e305062.webm,12000,17,0.333262706,0.283349848,0.250305143,0.515573332,0.246649479
fc921445b7e2d155982b01c43c03a18e8e305062.webm,13000,14,0.314950324,0.659181688,0.444145929,0.473692315,0.820201211
fc921445b7e2d155982b01c43c03a18e8e305062.webm,14000,15,0.705617049,1.056301199,0.586410636,0.675018971,0.755881276
fc921445b7e2d155982b01c43c03a18e8e305062.webm,15000,14,0.727999623,0.598702718,0.418831496,0.618095221,0.413445588
fc921445b7e2d155982b01c43c03a18e8e305062.webm,16000,14,1.640021976,0.605669684,0.753765678,0.957916709,1.010107746
fc921445b7e2d155982b01c43c03a18e8e305062.webm,17000,14,0.609011819,0.899385057,0.801354863,0.863449979,0.958269409
fc921445b7e2d155982b01c43c03a18e8e305062.webm,18000,12,0.679327087,0.621117871,0.454283005,0.387361945,0.932989504
fc921445b7e2d155982b01c43c03a18e8e305062.webm,19000,12,1.348389067,1.506142561,1.054921053,1.295210671,2.013584414
fc921445b7e2d155982b01c43c03a18e8e305062.webm,20000,15,0.641141859,0.7732499,0.578436949,0.610766391,0.810587381
fc921445b7e2d155982b01c43c03a18e8e305062.webm,21000,12,0.534497139,0.652505716,0.463338868,0.833447627,1.20331353
fc921445b7e2d155982b01c43c03a18e8e305062.webm,22000,16,0.314808453,0.555513124,0.216434409,0.599137403,0.175810814
fc921445b7e2d155982b01c43c03a18e8e305062.webm,23000,15,0.918383457,0.67630569,0.507139312,0.914828637,0.9611851
fc921445b7e2d155982b01c43c03a18e8e305062.webm,24000,12,0.469713401,0.560876313,0.165303385,0.564069806,0.593983834
fc921445b7e2d155982b01c43c03a18e8e305062.webm,25000,15,0.900440734,0.807461786,0.85478248,0.473897236,0.651565163
fc921445b7e2d155982b01c43c03a18e8e305062.webm,26000,15,0.956418388,0.404388998,0.431045187,0.511089253,0.727565609
fc921445b7e2d155982b01c43c03a18e8e305062.webm,27000,15,1.062893771,0.883619647,0.964025511,1.323436806,1.92598411
fc921445b7e2d155982b01c43c03a18e8e305062.webm,28000,15,1.19019752,0.707746539,1.059079349,1.482009957,1.597164362
fc921445b7e2d155982b01c43c03a18e8e305062.webm,29000,12,0.947281207,1.047122718,0.627770671,0.554103175,1.27007227
fc921445b7e2d155982b01c43c03a18e8e305062.webm,30000,3,0.024677551,-0.05700167,-0.161610087,0.479927939,-0.145019511
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,0,14,1.035659121,0.573762426,0.94247573,0.843272341,0.366097714
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,1000,14,1.013056678,0.915032653,0.526605348,1.324877331,0.586688608
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,2000,13,1.256883149,1.119938407,1.105871536,1.138257468,1.323863688
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,3000,15,0.727115216,0.471141699,0.630065031,0.964242553,1.371611036
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,4000,11,0.297292051,0.527660352,1.202371884,0.56662317,0.439419667
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,5000,13,0.683430205,0.258088647,0.116826445,0.120477245,0.317017414
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,6000,14,0.38551143,0.46996859,0.296423747,0.303949618,0.130140513
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,7000,15,0.101359691,0.319046588,0.2562256,-0.028600955,0.164764031
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,8000,14,0.260952801,0.368055375,0.344404,-0.201740419,0.008664416
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,9000,13,0.616948351,0.792906356,0.497022332,0.388610735,0.118891017
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,10000,15,1.127492424,0.837107356,0.907547851,0.478862865,0.66306872
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,11000,15,0.454649647,0.579526498,0.575700764,0.910035258,0.297540929
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,12000,13,0.806426273,0.838956363,0.783724573,-0.018924436,0.297684531
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,13000,15,0.385908038,0.386534309,0.452929302,0.344347826,0.656374238
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,14000,12,0.552321529,0.723030302,0.536044325,0.96285695,0.783213665
4a6c13959e117876427a9e0c926f657b625d8cc2.webm,15000,12,0.315826915,0.836661727,0.947331849,0.047731619,0.258329346
